trial,step,original,complete,window,sups,size
1,8,24,24,25,0,324
1,10,30,30,25,0,324
1,11,36,36,25,0,324
1,32,21,21,25,0,324
1,2,50,50,25,0,324
1,14,42,42,25,0,324
1,33,24,24,25,0,324
1,19,40,40,25,0,324
1,16,53,53,25,0,324
1,49,21,21,25,0,324
1,71,4,4,25,0,324
1,75,1,1,25,0,324
1,27,42,56,25,0,324
1,65,24,24,25,0,324
1,42,47,47,25,0,324
1,63,32,32,25,0,324
1,50,46,46,25,0,324
1,24,78,78,25,0,324
1,3,97,97,25,0,324
1,46,59,59,25,0,324
1,12,3,93,25,0,324
1,1,106,106,25,0,324
1,54,52,52,25,0,324
1,5,106,106,25,0,324
1,18,94,94,25,0,324
1,79,35,35,25,0,324
1,9,106,106,25,0,324
1,55,11,58,25,0,324
1,111,7,7,25,0,324
1,28,92,92,25,0,324
1,4,115,115,25,0,324
1,82,40,40,25,0,324
1,48,71,78,25,0,324
1,6,121,121,25,0,324
1,53,70,70,25,0,324
1,118,12,12,25,0,324
1,25,107,107,25,0,324
1,117,15,15,25,0,324
1,21,112,112,25,0,324
1,64,71,71,25,0,324
1,15,28,121,25,0,324
1,131,4,4,25,0,324
1,20,2,118,25,0,324
1,80,58,58,25,0,324
1,29,116,116,25,0,324
1,13,133,133,25,0,324
1,7,140,140,25,0,324
1,60,7,92,25,0,324
1,44,108,108,25,0,324
1,93,3,63,25,0,324
1,137,24,24,25,0,324
1,73,89,89,25,0,324
1,58,104,104,25,0,324
1,135,26,26,25,0,324
1,87,44,79,25,0,324
1,45,122,122,25,0,324
1,99,57,71,25,0,324
1,17,124,154,25,0,324
1,40,131,131,25,0,324
1,91,84,84,25,0,324
1,26,150,150,25,0,324
1,81,98,98,25,0,324
1,74,107,107,25,0,324
1,150,26,32,25,0,324
1,176,6,6,25,0,324
1,180,3,3,25,0,324
1,145,15,39,25,0,324
1,30,106,159,25,0,324
1,167,25,25,25,0,324
1,89,103,103,25,0,324
1,51,78,142,25,0,324
1,133,60,60,25,0,324
1,94,100,100,25,0,324
1,102,92,92,25,0,324
1,97,99,99,25,0,324
1,88,108,108,25,0,324
1,83,113,113,25,0,324
1,171,26,26,25,0,324
1,90,21,113,25,0,324
1,56,145,145,25,0,324
1,105,88,99,25,0,324
1,68,102,136,25,0,324
1,143,65,65,25,0,324
1,116,14,93,25,0,324
1,162,47,47,25,0,324
1,52,141,159,25,0,324
