trial,step,original,complete,window,sups,size
7,3795,3,3,1,1,100
7,3727,22,73,1,1,100
7,3774,26,26,1,1,100
7,3784,14,17,1,1,100
7,3777,24,24,1,1,100
7,3763,35,38,1,1,100
7,3787,14,15,1,1,100
7,3756,47,47,1,1,100
7,3737,40,67,1,1,100
7,3791,13,13,1,1,100
7,3788,17,17,1,1,100
7,3755,50,50,1,1,100
7,3723,42,84,1,1,100
7,3757,44,44,1,1,100
7,3805,6,6,1,1,100
7,3571,48,240,1,1,100
7,3770,42,42,1,1,100
7,3783,32,32,1,1,100
7,3762,29,51,1,1,100
7,3811,5,5,1,1,100
7,3769,47,47,1,1,100
7,3801,17,17,1,1,100
7,3775,40,44,1,1,100
7,3790,30,30,1,1,100
7,3785,38,38,1,1,100
7,3803,21,21,1,1,100
7,3786,43,43,1,1,100
7,3804,25,25,1,1,100
7,3817,16,16,1,1,100
7,3797,37,37,1,1,100
7,3741,36,95,1,1,100
7,3816,22,22,1,1,100
7,3799,23,39,1,1,100
7,3800,39,39,1,1,100
7,3818,21,21,1,1,100
7,3810,29,29,1,1,100
7,3793,38,47,1,1,100
7,3815,26,26,1,1,100
7,3807,15,37,1,1,100
7,3320,48,524,1,1,100
7,3796,49,49,1,1,100
7,3819,26,26,1,1,100
7,3738,44,110,1,1,100
7,3831,17,17,1,1,100
7,3832,18,18,1,1,100
7,3782,41,68,1,1,100
7,3836,15,15,1,1,100
7,3812,39,39,1,1,100
7,3847,7,7,1,1,100
7,3821,33,33,1,1,100
7,3825,31,31,1,1,100
7,3823,34,34,1,1,100
7,3820,37,37,1,1,100
7,3813,18,44,1,1,100
7,3328,15,531,1,1,100
7,3574,49,286,1,1,100
7,3839,17,22,1,1,100
7,3828,34,34,1,1,100
7,3862,1,1,1,1,100
7,3840,23,23,1,1,100
7,3834,32,32,1,1,100
7,3842,18,24,1,1,100
7,3833,34,34,1,1,100
7,3865,4,4,1,1,100
7,3830,39,39,1,1,100
7,3856,3,14,1,1,100
7,3837,34,34,1,1,100
7,3824,31,48,1,1,100
7,3864,10,10,1,1,100
7,3866,9,9,1,1,100
7,3838,37,37,1,1,100
7,3826,19,49,1,1,100
7,3854,24,24,1,1,100
7,3781,31,97,1,1,100
7,3835,44,44,1,1,100
7,3779,44,101,1,1,100
7,3850,30,30,1,1,100
